status,family,pval,qval,G,gene_short_name,id,ensembl_gene_id,hgnc_symbol,entrezgene,iqr_count,num_cells_expressed
OK,negbinomial.size,1.83354269926073e-07,1.42946662253246e-06,G21295,CLDN7,NM_001185023+NM_001185022+NM_001307,ENSG00000181885,CLDN7,1366,2.63226821549951,1857
OK,negbinomial.size,0.999033303212232,1,G21296,GABARAP,NM_007278,ENSG00000170296,GABARAP,11337,2.0055702788026,2190
OK,negbinomial.size,0.866835050523409,0.893455868518092,G21297,ELP5,NM_203415+NM_015362+NM_203413+NM_203414,ENSG00000170291,ELP5,23587,2.61890983264449,1422
OK,negbinomial.size,0.143227540430007,0.19978495537575,G21298,DVL2,NM_004422,ENSG00000004975,DVL2,1856,2.63226821549951,1095
OK,negbinomial.size,0.0563733618685677,0.0904136988718119,G21299,ACADVL,NM_001270447+NM_000018+NM_001033859+NM_001270448,ENSG00000072778,ACADVL,37,2.32600350942533,2076
OK,negbinomial.size,0.511144307748399,0.577703905413327,G213,RNF19B,NM_153341+NM_001127361,ENSG00000116514,RNF19B,127544,2.8073549220576,782
OK,negbinomial.size,0.000392867757710249,0.00118516089757416,G2130,PIGC,NM_002642+NM_153747,ENSG00000135845,PIGC,5279,2.8073549220576,1173
OK,negbinomial.size,0.000718422030562616,0.00199689473273377,G21303,PHF23,NM_001284517+NM_024297+NM_001284518,ENSG00000040633,PHF23,79142,2.63226821549951,1047
OK,negbinomial.size,0.000346388230919479,0.00106657331130322,G21306,EIF5A,NM_001143760+NM_001970+NM_001143761+NM_001143762,ENSG00000132507,EIF5A,1984,2.64095919620592,2171
OK,negbinomial.size,0.545681364185802,0.60917662370093,G21307,GPS2,NM_004489,ENSG00000132522,GPS2,2874,2.51096191927738,1833
OK,negbinomial.size,0.10085299317728,0.148290036222228,G21308,NEURL4,NM_032442+NM_001005408,ENSG00000215041,NEURL4,84461,2.73696559416621,484
OK,negbinomial.size,0.0584886099281414,0.0932265484518468,G2131,SUCO,NM_016227+NM_001282751+NM_001282750+NM_014283,ENSG00000094975,SUCO,51430,2.73696559416621,1340
OK,negbinomial.size,0.0738199994512219,0.113437779582235,G21311,TNK1,NM_001251902+NM_003985,ENSG00000174292,TNK1,8711,2.39231742277876,514
OK,negbinomial.size,0.45308207796953,0.522470941360189,G21317,TMEM256,NM_152766,ENSG00000205544,TMEM256,254863,2.37851162325373,1424
OK,negbinomial.size,0.135656829310872,0.190794493693496,G21320,ZBTB4,NM_020899+NM_001128833,ENSG00000174282,ZBTB4,57659,2.66296501272243,1424
OK,negbinomial.size,2.42646025876693e-15,1.12609301083484e-13,G21323,POLR2A,NM_000937,ENSG00000181222,POLR2A,5430,2.77760757866355,1807
OK,negbinomial.size,0.838150535388648,0.86775493503311,G21324,CHRNB1,NM_000747,ENSG00000170175,CHRNB1,1140,2.58496250072116,719
OK,negbinomial.size,4.49793865392353e-06,2.40138321511659e-05,G21329,CD68,NM_001251+NM_001040059,ENSG00000129226,CD68,968,3.49185309632967,883
OK,negbinomial.size,0.0233255680266945,0.0422465983754849,G21330,MPDU1,NM_004870+NR_024603,ENSG00000129255,MPDU1,9526,2.58496250072116,1576
OK,negbinomial.size,0.000729984646588126,0.00202320722114661,G21331,TP53,NM_001276761+NM_001276760+NM_001126112+NM_001126115+NM_001126114+NM_001276695+NM_000546+NM_001126117+NM_001126116+NM_001126118+NM_001276699+NM_001276698+NM_001276697+NM_001276696+NM_001126113,ENSG00000141510,TP53,7157,2.8073549220576,812
OK,negbinomial.size,1.09579850147912e-20,1.26831652196839e-18,G21335,SNORD10,NR_002604,ENSG00000238917,SNORD10,NA,2.75488750216347,646
OK,negbinomial.size,4.40756113029445e-08,4.11068821118784e-07,G21336,FXR2,NM_004860,ENSG00000129245,FXR2,9513,2.52356195605701,837
OK,negbinomial.size,0.0936113330257203,0.138817857187287,G21338,SAT2,NM_133491,ENSG00000141504,SAT2,112483,2.47130571892559,1656
OK,negbinomial.size,0.196806472694778,0.261059188288048,G2134,PRDX6,NM_004905,ENSG00000117592,PRDX6,9588,2.30485458152842,1827
OK,negbinomial.size,1.06718282483008e-06,6.761071257941e-06,G21340,EFNB3,NM_001406,ENSG00000108947,EFNB3,1949,3.08746284125034,487
OK,negbinomial.size,0.571122440208838,0.632649495730723,G21341,TRAPPC1,NM_021210+NM_001166621+NR_030697+NR_030684,ENSG00000170043,TRAPPC1,58485,2.18057224564182,2022
OK,negbinomial.size,0.0329455145495385,0.0570230263330585,G21342,KDM6B,NM_001080424,ENSG00000132510,KDM6B,23135,2.58496250072116,991
