status,family,pval,qval,G,gene_short_name,id,ensembl_gene_id,hgnc_symbol,entrezgene,iqr_count,num_cells_expressed,use_for_ordering
OK,negbinomial.size,0.468973550440246,0.809075714384586,G23216,TRAPPC5,NM_174894+NM_001042462+NM_001042461,ENSG00000181029,TRAPPC5,126003,2.79255792012952,1987,FALSE
OK,negbinomial.size,0.469140590585833,0.809209257128181,G10784,EIF4EBP1,NM_004095,ENSG00000187840,EIF4EBP1,1978,3.19018890473362,1796,FALSE
OK,negbinomial.size,0.469255063536927,0.809252094290616,G3643,MRPS9,NM_182640,ENSG00000135972,MRPS9,64965,2.73696559416621,1248,FALSE
OK,negbinomial.size,0.469725009850621,0.809907828290948,G17710,GAS6,NM_000820+NM_001143946+NM_001143945,ENSG00000183087,GAS6,2621,2.74695507707137,537,FALSE
OK,negbinomial.size,0.470090327626715,0.810382944016418,G20715,AARS,NM_001605,ENSG00000090861,AARS,16,2.76553474636298,1813,FALSE
OK,negbinomial.size,0.470383839913737,0.810424676859011,G20329,ARL6IP1,NM_015161,ENSG00000170540,ARL6IP1,23204,2.89308479608349,1992,FALSE
OK,negbinomial.size,0.470267615897573,0.810424676859011,G4797,CCDC174,NM_016474,ENSG00000154781,CCDC174,51244,2.58496250072116,1253,FALSE
OK,negbinomial.size,0.470314470098605,0.810424676859011,G6765,SCAMP1,NM_004866+NM_001290229+NR_110885,ENSG00000085365,SCAMP1,9522,2.76967602286744,1816,FALSE
OK,negbinomial.size,0.470627625129971,0.810689982765384,G6780,TMEM161B,NM_001289007+NM_153354+NR_110266+NM_001289008,ENSG00000164180,TMEM161B,153396,2.41503749927884,712,FALSE
OK,negbinomial.size,0.470750475640573,0.810746908447748,G11583,AQP3,NM_004925,ENSG00000165272,AQP3,360,3.4964258261195,851,TRUE
OK,negbinomial.size,0.47112718249831,0.811240931450456,G7290,PCSK1,NM_000439+NM_001177875,ENSG00000175426,PCSK1,5122,5.50777286268362,851,FALSE
OK,negbinomial.size,0.471367045020459,0.811499176667564,G4231,D2HGDH,NM_152783+NM_001287249+NR_109778,ENSG00000180902,D2HGDH,728294,2.8073549220576,802,FALSE
OK,negbinomial.size,0.471808161828793,0.811639497902123,G15067,MRPL23,NM_021134,ENSG00000214026,MRPL23,107987373,2.63742992061529,1648,FALSE
OK,negbinomial.size,0.471800460821542,0.811639497902123,G23917,TRAPPC6A,NM_024108+NM_001270891+NM_001270893+NM_001270892,ENSG00000007255,TRAPPC6A,79090,2.96962635095648,1351,FALSE
OK,negbinomial.size,0.471615953601573,0.811639497902123,G2427,ARF1,NM_001024226+NM_001658+NM_001024228+NM_001024227,ENSG00000143761,ARF1,375,2.21907203957515,2161,FALSE
OK,negbinomial.size,0.471807217926624,0.811639497902123,G7458,WDR55,NM_017706,ENSG00000120314,WDR55,54853,2.72766361015228,982,FALSE
OK,negbinomial.size,0.472000342777795,0.811660779923416,G16397,KIAA1551,NM_018169,ENSG00000174718,KIAA1551,55196,2.67807190511264,834,FALSE
OK,negbinomial.size,0.471952353272648,0.811660779923416,G5827,MOB1B,NM_001244767+NM_173468+NM_001244766,ENSG00000173542,MOB1B,92597,3.61890983264449,1477,FALSE
OK,negbinomial.size,0.472513863222276,0.812389098680387,G13671,PARD3,NM_001184789+NM_001184790+NM_001184785+NM_019619+NM_001184788+NM_001184787+NM_001184786+NM_001184791+NM_001184793+NM_001184792+NM_001184794,ENSG00000148498,PARD3,56288,2.58496250072116,858,FALSE
OK,negbinomial.size,0.472624916686213,0.812425313755356,G14287,PCBD1,NM_000281+NM_001289797,ENSG00000166228,PCBD1,5092,2.24100809950379,1931,FALSE
OK,negbinomial.size,0.473731366188433,0.813397436875167,G11775,HNRNPK,NM_031263+NM_002140+NM_031262,ENSG00000165119,HNRNPK,3190,2.01885902725132,2009,FALSE
