status,family,pval,qval,G,gene_short_name,id,ensembl_gene_id,hgnc_symbol,entrezgene,iqr_count,num_cells_expressed
OK,negbinomial.size,0.221183370577959,0.721663704220389,G5646,TMEM33,NM_018126,ENSG00000109133,TMEM33,55161,2.70043971814109,1823
OK,negbinomial.size,0.300019423113964,0.838308682102405,G565,ARL8A,NM_001256129+NM_138795,ENSG00000143862,ARL8A,127829,2.26303440583379,1287
OK,negbinomial.size,0.0629313355330622,0.311627474757027,G5650,LIN54,NM_001115008+NM_001115007+NM_194282+NR_110254+NR_110253+NM_001288996+NM_001288997,ENSG00000189308,LIN54,132660,2.8073549220576,491
OK,negbinomial.size,0.082452937705179,0.376713118219816,G5651,SPOCK3,NM_001204352+NM_001204354+NM_001204356+NM_001204353+NM_001251967+NM_001204355+NM_001040159+NM_016950+NM_001204358,ENSG00000196104,SPOCK3,50859,3.43460412527541,613
OK,negbinomial.size,0.435018225549427,0.973272171298907,G5653,WFS1,NM_001145853+NM_006005,ENSG00000109501,WFS1,7466,3.4594316186373,1796
OK,negbinomial.size,0.918902859109095,1,G5658,HTT,NM_002111,ENSG00000197386,HTT,3064,2.60472668281447,1309
OK,negbinomial.size,0.460946980191001,0.989638367934449,G5662,APBB2,NM_173075+NM_001166050+NM_004307+NM_001166053+NM_001166052+NM_001166051+NM_001166054,ENSG00000163697,APBB2,323,2.70043971814109,786
OK,negbinomial.size,0.339671930334361,0.884644491388561,G5663,PDS5A,NM_001100399+NM_001100400,ENSG00000121892,PDS5A,23244,2.49978031126151,1474
OK,negbinomial.size,0.741133697541438,1,G5668,USP46,NM_001134223+NM_022832+NM_001286768+NM_001286767,ENSG00000109189,USP46,64854,2.24792751344359,503
OK,negbinomial.size,0.892507882251139,1,G567,IPO9,NM_018085,ENSG00000198700,IPO9,55705,2.64385618977472,1393
OK,negbinomial.size,4.32456588430298e-10,3.36570524167994e-08,G5670,SLC4A4,NM_001134742+NM_001098484+NM_003759,ENSG00000080493,SLC4A4,8671,4.74723392962003,700
OK,negbinomial.size,0.110350603582328,0.464666627397975,G5672,RASSF6,NM_177532+NM_001270392+NM_001270391+NM_201431,ENSG00000169435,RASSF6,166824,2.77258950389693,696
OK,negbinomial.size,0.819328537114398,1,G5674,YTHDC1,NM_133370+NM_001031732,ENSG00000275272,YTHDC1,91746,2.4447848426729,1817
OK,negbinomial.size,0.971829539386198,1,G5676,CNOT6L,NM_144571+NM_001286790,ENSG00000138767,CNOT6L,246175,2.39231742277876,1065
OK,negbinomial.size,0.00926632282506567,0.0827461547623075,G5677,SHROOM3,NM_020859,ENSG00000138771,SHROOM3,57619,2.88752527074159,956
OK,negbinomial.size,0.502060883729643,1,G5679,MAPK10,NM_138980+NM_002753+NM_138982+NM_138981,ENSG00000109339,MAPK10,5602,2.84130225398094,893
OK,negbinomial.size,0.60841444582019,1,G568,KDM5B,NM_006618,ENSG00000117139,KDM5B,10765,2.8579281318647,1317
OK,negbinomial.size,0.874396044395474,1,G5680,GPRIN3,NM_198281,ENSG00000185477,GPRIN3,285513,2.85798099512757,517
OK,negbinomial.size,0.988351727709673,1,G5682,PDLIM5,NM_006457+NM_001256426+NM_001256425+NM_001256428+NM_001256427+NM_001011516+NM_001011515+NM_001011513+NR_046186+NM_001256429,ENSG00000163110,PDLIM5,10611,2.47804729680464,1787
OK,negbinomial.size,0.858423055706789,1,G5687,CISD2,NM_001008388,ENSG00000145354,CISD2,493856,2.44057259138598,1757
OK,negbinomial.size,0.0115265834725268,0.0966220943268079,G5696,C4orf33,NM_173487+NM_001099783,ENSG00000151470,C4orf33,132321,2.75488750216347,773
OK,negbinomial.size,0.712467694571529,1,G5697,TBC1D9,NM_015130,ENSG00000109436,TBC1D9,23158,2.48542682717024,1152
OK,negbinomial.size,0.00158052131621433,0.0214893771728659,G5699,INPP4B,NM_003866+NM_001101669,ENSG00000109452,INPP4B,8821,3,558
OK,negbinomial.size,0.543465052544566,1,G5701,ZNF827,NM_178835,ENSG00000151612,ZNF827,152485,2.58496250072116,702
OK,negbinomial.size,0.232749977940906,0.740346970700398,G5702,SH3D19,NM_001243349+NM_001128923+NM_001128924+NM_001009555,ENSG00000109686,SH3D19,152503,2.24792751344359,606
OK,negbinomial.size,0.542744522225862,1,G5703,TRIM2,NM_001130067+NM_015271,ENSG00000109654,TRIM2,23321,2.77258950389693,1374
